text,label_slot,label_intent
lütfen 7 mayıs'ta dallas'tan baltimore'a en ucuz uçuşları listeleyin,O B-arrive_date.day_number B-arrive_date.month_name B-fromloc.city_name B-toloc.city_name B-cost_relative I-cost_relative O O,flight
philadelphia'dan dallas'a ilk uçuşu göster,B-fromloc.city_name B-toloc.city_name B-flight_mod O O,flight
boston'dan oakland'a uçmak istiyorum hangi havayolları boston'dan oakland'a uçuyor,B-fromloc.city_name B-toloc.city_name O O O O B-fromloc.city_name B-toloc.city_name O,flight
philadelphia ile denver arasında öğleden sonra saat 2 civarında philadelphia'dan kalkan bir uçuş var mı,B-fromloc.city_name O B-toloc.city_name O B-depart_time.period_of_day I-depart_time.period_of_day B-depart_time.time I-depart_time.time B-depart_time.time_relative B-fromloc.city_name O O O O O,flight
bana san francisco denver arasındaki tüm uçuşları göster,O B-fromloc.city_name I-fromloc.city_name B-toloc.city_name O O O O,flight
philadelphia'dan öğleden sonra kalkan ve akşam denver'a varan uçağı göster,B-fromloc.city_name B-depart_time.period_of_day I-depart_time.period_of_day O O B-arrive_time.period_of_day B-toloc.city_name O O O,flight
denver pittsburgh uçuşları nelerdir,B-fromloc.city_name B-toloc.city_name O O,flight
bu yılın yirmi üç kasım 1991'de atlanta'dan denver'a uçmak istiyorum ve deltada uçmak istiyorum,O B-depart_date.year B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name O B-fromloc.city_name B-toloc.city_name O O O B-airline_name O O,flight
yarın tacoma'dan san jose'ye hangi uçuşlar var,B-depart_date.today_relative B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O O,flight
baltimore'dan san francisco'ya giden ve bir cuma günü saat 8'de san francisco'ya varan bir uçuş nedir,B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O O B-arrive_date.day_name O B-arrive_time.time I-arrive_time.time B-toloc.city_name I-toloc.city_name O O O O,flight
burbank'tan tacoma washington'a bir uçuş istiyorum,B-fromloc.city_name B-toloc.city_name B-toloc.state_name O O O,flight
lütfen dört temmuz 1991'de dallas'tan pittsburgh'a tüm uçuşları listeleyin,O B-depart_date.day_number B-depart_date.month_name B-depart_date.year B-fromloc.city_name B-toloc.city_name O O O,flight
pazartesi akşamı san francisco'dan pittsburgh'a gelen tüm uçuşları listele o birinci sınıf,B-arrive_date.day_name B-arrive_time.period_of_day B-fromloc.city_name I-fromloc.city_name B-toloc.city_name O O O O O B-class_type I-class_type,flight
deltadaki fort worth'a çıkan ve giren tüm uçuşlar nedir,B-airline_name B-fromloc.city_name I-fromloc.city_name O O O O O O,flight
tamam bu sefer washington'dan atlanta'ya gitmek istiyorum kesintisiz bir yolculuk istiyorum ve akşam 5 civarı ayrılmak istiyorum,O O O B-fromloc.city_name B-toloc.city_name O O B-flight_stop O O O O B-depart_time.time B-depart_time.time B-depart_time.time_relative O O,flight
en az 3 duraklı boston'dan san francisco'ya tüm uçuşları listele,O O O B-flight_stop B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O O,flight
atlanta baltimore uçuşları nelerdir,B-fromloc.city_name B-toloc.city_name O O,flight
pazartesi günü saat 1400'ten sonra denver'dan san francisco'ya uçuşları listele,B-depart_date.day_name I-depart_date.day_name O B-depart_time.time B-depart_time.time_relative B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O,flight
delta uçağı dc10 uçar mı,B-airline_name O B-aircraft_code O O,aircraft
new york'tan las vegas'a hangi uçuşlar var,B-fromloc.city_name I-fromloc.city_name B-toloc.city_name I-toloc.city_name O O O,flight
united'ın çarşamba günü miami'den washington dc'ye uçuşu var mı,B-airline_name B-depart_date.day_name I-depart_date.day_name B-fromloc.city_name B-toloc.city_name B-toloc.state_code O O O,flight
bana perşembe günü atlanta'dan oakland'a saat 17'den önce oakland'a varan ve yemek servisi yapan tüm uçuşları göster,O B-depart_date.day_name O B-fromloc.city_name B-toloc.city_name B-arrive_time.time I-arrive_time.time B-arrive_time.time_relative B-toloc.city_name O O B-meal O O O O O,flight
dallas'ta bir mola ile boston'dan san francisco'ya öğleden sonra kalkan bir öğleden sonra uçuşunuz var mı,B-stoploc.city_name O O O B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-depart_time.period_of_day I-depart_time.period_of_day O O B-depart_time.period_of_day I-depart_time.period_of_day O O O,flight
pazartesi günü saat 1700'den sonra varan los angeles'tan pittsburgh'a aktarmasız uçuşları listeleyin,B-arrive_date.day_name I-arrive_date.day_name O B-arrive_time.time B-arrive_time.time_relative O B-fromloc.city_name I-fromloc.city_name B-toloc.city_name B-flight_stop O O,flight
doğu atlanta'dan denver'a saat 1800'den önce ne tür bir uçak uçuyor,B-airline_name B-fromloc.city_name B-toloc.city_name O B-depart_time.time B-depart_time.time_relative O O O O O,aircraft
yirmi dört haziran perşembe phoenix'den detroit'e uçuşları listele,B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name B-depart_date.day_name B-fromloc.city_name B-toloc.city_name O O,flight
san francisco'dan kalkan us air uçuşları var mı,B-fromloc.city_name I-fromloc.city_name O B-airline_name I-airline_name O O O,flight
charlotte newark salı öğleden sonra uçuşları için en ucuz ücretleri ne kadar,B-fromloc.city_name B-toloc.city_name B-depart_date.day_name B-depart_time.period_of_day I-depart_time.period_of_day O O B-class_type I-class_type O O O,airfare
onbir haziran cuma günü st petersburg'dan milwaukee'ye ve sonra milwaukee'den tacoma'ya hangi uçuşların olduğunu öğrenmek istiyorum teşekkür ederim,B-depart_date.day_number B-depart_date.month_name B-depart_date.day_name O B-fromloc.city_name I-fromloc.city_name B-fromloc.city_name O O B-fromloc.city_name B-toloc.city_name O O O O O O O,flight
atlanta'dan philadelphia'ya öğlen 12 civarında varan direkt uçuş var mı,B-fromloc.city_name B-toloc.city_name B-arrive_time.time I-arrive_time.time B-arrive_time.time_relative O B-connect O O O,flight
denver'dan philadelphia'ya tüm uçuşları görmek istiyorum,B-fromloc.city_name B-toloc.city_name O O O O,flight
washington'dan kalkan 755 am uçuşu için san francisco'ya varış saati nedir,B-fromloc.city_name O B-depart_time.time I-depart_time.time O O B-fromloc.city_name I-fromloc.city_name B-flight_time I-flight_time O,flight_time
atlanta'dan san francisco'ya uçmanın maliyeti nedir,B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O O,airfare
long beach'den st louis'ye dallas'ta duran bir uçuş istiyorum,B-fromloc.city_name I-fromloc.city_name B-toloc.city_name I-toloc.city_name B-stoploc.city_name O O O O,flight
tamam bu da harika şimdi nisan yirmi iki dallas'ta washington'a gideceğiz en son gece tek yön,O O O O O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number B-fromloc.city_name B-toloc.city_name O B-flight_mod B-flight_mod B-depart_time.period_of_day B-round_trip I-round_trip,flight
charlotte'tan minneapolis'e öğleden sonra 2 civarında bir uçuş var mı,B-fromloc.city_name B-toloc.city_name B-depart_time.time I-depart_time.time I-depart_time.time B-depart_time.time_relative O O O O,flight
bana charlotte columbus arasındaki tüm uçuşları göster,O B-fromloc.city_name B-toloc.city_name O O O O,flight
philadelphia'dan san francisco'ya gidiş dönüş uçuşlar nelerdir,B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-round_trip I-round_trip O O,flight
7 temmuz sabahı atlanta'dan boston'a ne tür bir uçak kullanılacağını bilmek istiyorum,B-depart_date.day_number B-depart_date.month_name B-depart_time.period_of_day B-fromloc.city_name B-toloc.city_name O O O O O O O,aircraft
cincinnati'den salt lake city'e amerikan uçuşları,B-fromloc.city_name B-toloc.city_name I-toloc.city_name I-toloc.city_name B-airline_name O,flight
lütfen bana çarşamba günü 1300 saat sonra denver'dan san francisco'ya uçuşları göster,O O B-depart_date.day_name I-depart_date.day_name B-depart_time.time I-depart_time.time B-depart_time.time_relative B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O,flight
cleveland'dan nashville'e uçuş,B-fromloc.city_name B-toloc.city_name O,flight
boston ve san francisco arasındaki en ucuz ücret nedir,B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-cost_relative I-cost_relative O O,airfare
milwaukee orlando arasındaki tüm günlük uçuşları göster,B-fromloc.city_name B-toloc.city_name O O B-flight_days O O,flight
baltimore philadelphia arası ücretleri göster,B-fromloc.city_name B-toloc.city_name O O O,airfare
burbank'tan denver'a saat 1800'e kadar olan aktarmasız uçuşları listeleyin,B-fromloc.city_name B-toloc.city_name O B-arrive_time.time B-arrive_time.time_relative O B-flight_stop O O,flight
oakland'dan denver'a sabah 10'dan önce hangi sabah uçuşlarının mevcut olduğunu söyleyebilir misiniz,B-fromloc.city_name B-toloc.city_name B-depart_time.time B-depart_time.time B-depart_time.time_relative O B-depart_time.period_of_day O O O O O,flight
cuma akşamı cincinnati'den san jose'ye uçuşları listele,B-depart_date.day_name B-depart_time.period_of_day B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O,flight
cumartesi günleri philadelphia'dan denver'a hangi uçuşlar var,B-depart_date.day_name O B-fromloc.city_name B-toloc.city_name O O O,flight
baltimore'dan san francisco'ya amerikan havayolları ile uçmak istiyorum,B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-airline_name I-airline_name O O O,flight
lütfen bana philadelphia'da mola veren denver'dan boston'a uçuşları olan havayollarını göster,O O B-stoploc.city_name O O B-fromloc.city_name B-toloc.city_name O O O O,airline
416 dolarlık uçak bileti için pittsburgh'dan atlanta'ya uçuşlarda hava kısıtlamaları nelerdir,B-fare_amount I-fare_amount O O O B-fromloc.city_name B-toloc.city_name O O O O,restriction
minneapolis'te hangi kara taşımacılığı mevcut,B-city_name O O O O,ground_service
denver'dan atlanta'ya bir uçak bileti istiyorum bir en ucuz sınıfı veya en düşük ücretli bilet istiyorum,B-fromloc.city_name B-toloc.city_name O O O O O B-class_type I-class_type I-class_type O B-cost_relative I-cost_relative O O O,airfare
pittsburgh baltimore uçuşlarınız nelerdir,B-fromloc.city_name B-toloc.city_name O O,flight
philadelphia'dan dallas'a hangi uçuşlar atlanta'da bir mola ile gider,B-fromloc.city_name B-toloc.city_name O O B-stoploc.city_name O O O O,flight
bana boston'dan oakland'a uçuşları göster,O B-fromloc.city_name B-toloc.city_name O O,flight
delta san francisco uçuşları lütfen,B-airline_name B-toloc.city_name I-toloc.city_name O O,flight
lütfen bana uçuş saatlerini ver sabah 8'den önce boston'dan baltimore'a uçmak istiyorum,O O B-flight_time I-flight_time O B-depart_time.period_of_day B-depart_time.time B-depart_time.time_relative B-fromloc.city_name B-toloc.city_name O O,flight_time
perşembe günü atlanta'dan washington'a giden en erken uçuş nedir,B-depart_date.day_name O B-fromloc.city_name B-toloc.city_name O B-flight_mod I-flight_mod O O,flight
atlanta'dan denver'a en düşük tek yön ücretleri nelerdir,B-fromloc.city_name B-toloc.city_name B-cost_relative I-cost_relative B-round_trip I-round_trip O O,airfare
yirmi yedi ağustosta boston'dan san francisco'ya ne tür bir uçağınız var,B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O O O O,aircraft
yarın akşam nashville'den houston'a hangi uçuşlar var akşam yemeği servisi var,B-depart_date.today_relative B-depart_time.period_of_day B-fromloc.city_name B-toloc.city_name O O O B-meal_description I-meal_description O O,flight
dört mayıs atlanta'dan denver delta'ya 257 sefer sayılı uçuş,B-depart_date.day_number B-depart_date.month_name B-fromloc.city_name B-toloc.city_name B-airline_name B-flight_number O O O,flight
perşembe günü saat 5'ten önce boston'dan atlanta'ya giden tüm uçuşları listele,B-depart_date.day_name O B-depart_time.time I-depart_time.time B-depart_time.time_relative B-fromloc.city_name B-toloc.city_name O O O O,flight
philadelphia ve san francisco arasında alabileceğim en ucuz ücret nedir,B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-cost_relative I-cost_relative O O,airfare
philadelphia'daki havaalanından şehir merkezine kara ulaşımının programı nedir,B-fromloc.city_name O O O O O B-flight_time O,ground_service
atlanta'dan san francisco'ya hangi öğleden sonra uçuşları var,B-fromloc.city_name B-toloc.city_name I-toloc.city_name O B-depart_time.period_of_day I-depart_time.period_of_day O O,flight
houston kıtalararası için minimum bağlantı süresi nedir,B-airport_name I-airport_name O O O O O,flight_time
dallas'ta duran philadelphia'dan san francisco'ya uçuşları göster,B-stoploc.city_name O B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O,flight
yirmi dört şubatta cleveland'dan miami'ye birinci sınıf us air bir uçuş rezervasyonu yapmak istiyorum,B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name B-fromloc.city_name B-toloc.city_name B-class_type I-class_type B-airline_name I-airline_name O O O O O,flight
günün çoğunu atlanta'da yerde geçirmem gerekiyor bana boston'dan erken bir uçuş ve atlanta'dan dönüş için mümkün olan en son uçuşu bul,O O B-fromloc.city_name O O O O B-fromloc.city_name B-flight_mod O O O B-fromloc.city_name O O O O B-flight_mod I-flight_mod O O,flight
bana öğlen ile 1400 arasında pittsburgh'dan kalkan dallas'a en ucuz tek yön uçuşları göster,O B-depart_time.start_time O B-depart_time.end_time O B-fromloc.city_name O B-toloc.city_name B-cost_relative I-cost_relative B-round_trip I-round_trip O O,flight
cumartesi günü anka kuşundan las vegas'a,B-depart_date.day_name O B-fromloc.city_name I-fromloc.city_name B-toloc.city_name I-toloc.city_name,flight
denver'dan phoenix'e on kişi götürmem gerekiyor lütfen bana hafta içi uçuşları verin,B-fromloc.city_name B-toloc.city_name O O O O O O B-flight_mod I-flight_mod O O,flight
newark'tan orlando'ya uçuş alabilir miyim lütfen,B-fromloc.city_name B-toloc.city_name O O O O,flight
long beach'den st louis'ye dallas'ta duran uçuşta öğle yemeği de verilmeli bir uçuşa ihtiyacım var,B-fromloc.city_name I-fromloc.city_name B-toloc.city_name I-toloc.city_name B-stoploc.city_name O O B-meal_description I-meal_description O O O O O O,flight
dallas'tan baltimore'a amerikan ile uçmanın maliyeti nedir,B-fromloc.city_name B-toloc.city_name B-airline_name O O O O,airfare
amerikan havayolları philadelphia'dan dallas'a sabah uçuşları nelerdir,B-airline_name I-airline_name B-fromloc.city_name B-toloc.city_name B-depart_time.period_of_day O O,flight
denver'dan pittsburgh'a ücret bilgilerine ihtiyacım var,B-fromloc.city_name B-toloc.city_name O O O O,airfare
onbeş eylül için san francisco ve philadelphia arasındaki tüm uçuşları göster,B-depart_date.day_number B-depart_date.month_name O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O O,flight
fortworth texas'ta mevcut kara taşımacılığı nedir,B-city_name B-state_name O O O O,ground_service
çarşamba günü saat 1800'den sonra washington dc ile san francisco arasında hangi uçuşlar var,B-depart_date.day_name I-depart_date.day_name O B-depart_time.time B-depart_time.time_relative B-fromloc.city_name B-fromloc.state_code O B-toloc.city_name I-toloc.city_name O O O O,flight
